,county,state,Land Area (mi^2)
1659,Park,Montana,2803.06
1660,Petroleum,Montana,1654.87
1661,Phillips,Montana,5140.04
1662,Pondera,Montana,1622.86
1663,Powder River,Montana,3297.3
1664,Powell,Montana,2326.39
1665,Prairie,Montana,1736.74
1666,Ravalli,Montana,2390.82
1667,Richland,Montana,2084.14
1668,Roosevelt,Montana,2354.79
1669,Rosebud,Montana,5010.4
1670,Sanders,Montana,2760.52
1671,Sheridan,Montana,1677.08
1672,Silver Bow,Montana,718.48
1673,Stillwater,Montana,1795.35
1674,Sweet Grass,Montana,1855.21
1675,Teton,Montana,2272.38
1676,Toole,Montana,1915.65
1677,Treasure,Montana,977.4
1678,Valley,Montana,4925.82
1679,Wheatland,Montana,1423.2
1680,Wibaux,Montana,889.27
1681,Yellowstone,Montana,2633.29
1682,Yellowstone National Park,Montana,0.0
1683,NEBRASKA,,76824.17
1684,Adams,Nebraska,563.27
1685,Antelope,Nebraska,857.22
1686,Arthur,Nebraska,715.36
1687,Banner,Nebraska,746.11
1688,Blaine,Nebraska,710.87
1689,Boone,Nebraska,686.55
1690,Box Butte,Nebraska,1075.29
1691,Boyd,Nebraska,539.94
1692,Brown,Nebraska,1221.33
1693,Buffalo,Nebraska,968.11
1694,Burt,Nebraska,491.58
1695,Butler,Nebraska,584.91
1696,Cass,Nebraska,557.45
1697,Cedar,Nebraska,740.31
1698,Chase,Nebraska,894.42
1699,Cherry,Nebraska,5960.42
1700,Cheyenne,Nebraska,1196.29
1701,Clay,Nebraska,572.29
1702,Colfax,Nebraska,411.66
1703,Cuming,Nebraska,570.62
1704,Custer,Nebraska,2575.52
1705,Dakota,Nebraska,264.26
1706,Dawes,Nebraska,1396.46
1707,Dawson,Nebraska,1013.1
1708,Deuel,Nebraska,439.85
1709,Dixon,Nebraska,476.23
1710,Dodge,Nebraska,528.71
1711,Douglas,Nebraska,328.46
1712,Dundy,Nebraska,919.68
1713,Fillmore,Nebraska,575.37
1714,Franklin,Nebraska,575.82
1715,Frontier,Nebraska,974.59
1716,Furnas,Nebraska,719.13
1717,Gage,Nebraska,851.49
1718,Garden,Nebraska,1704.28
1719,Garfield,Nebraska,569.79
1720,Gosper,Nebraska,458.16
1721,Grant,Nebraska,776.22
1722,Greeley,Nebraska,569.81
1723,Hall,Nebraska,546.29
1724,Hamilton,Nebraska,542.88
1725,Harlan,Nebraska,553.47
1726,Hayes,Nebraska,713.06
1727,Hitchcock,Nebraska,709.94
1728,Holt,Nebraska,2412.4
1729,Hooker,Nebraska,721.12
1730,Howard,Nebraska,569.34
1731,Jefferson,Nebraska,570.19
1732,Johnson,Nebraska,376.05
1733,Kearney,Nebraska,516.24
1734,Keith,Nebraska,1061.6
1735,Keya Paha,Nebraska,773.07
1736,Kimball,Nebraska,951.85
1737,Knox,Nebraska,1108.35
1738,Lancaster,Nebraska,837.55
1739,Lincoln,Nebraska,2564.07
1740,Logan,Nebraska,570.66
1741,Loup,Nebraska,568.29
1742,McPherson,Nebraska,858.98
1743,Madison,Nebraska,572.74
1744,Merrick,Nebraska,484.88
1745,Morrill,Nebraska,1423.84
1746,Nance,Nebraska,441.63
1747,Nemaha,Nebraska,407.38
1748,Nuckolls,Nebraska,575.16
1749,Otoe,Nebraska,615.63
1750,Pawnee,Nebraska,431.08
1751,Perkins,Nebraska,883.34
1752,Phelps,Nebraska,539.79
1753,Pierce,Nebraska,573.25
1754,Platte,Nebraska,674.06
1755,Polk,Nebraska,438.35
1756,Red Willow,Nebraska,716.99
1757,Richardson,Nebraska,551.84
1758,Rock,Nebraska,1008.32
1759,Saline,Nebraska,574.02
1760,Sarpy,Nebraska,238.99
1761,Saunders,Nebraska,750.23
1762,Scotts Bluff,Nebraska,739.4
1763,Seward,Nebraska,571.43
1764,Sheridan,Nebraska,2440.86
1765,Sherman,Nebraska,565.83
1766,Sioux,Nebraska,2066.74
1767,Stanton,Nebraska,427.95
1768,Thayer,Nebraska,573.81
1769,Thomas,Nebraska,713.24
1770,Thurston,Nebraska,393.58
1771,Valley,Nebraska,568.05
1772,Washington,Nebraska,389.96
1773,Wayne,Nebraska,442.92
1774,Webster,Nebraska,574.91
1775,Wheeler,Nebraska,575.18
1776,York,Nebraska,572.51
1777,NEVADA,,109781.18
1778,Churchill,Nevada,4930.46
1779,Clark,Nevada,7891.43
1780,Douglas,Nevada,709.72
1781,Elko,Nevada,17169.83
1782,Esmeralda,Nevada,3581.88
1783,Eureka,Nevada,4175.68
1784,Humboldt,Nevada,9640.76
1785,Lander,Nevada,5490.11
1786,Lincoln,Nevada,10633.2
1787,Lyon,Nevada,2001.19
1788,Mineral,Nevada,3752.84
1789,Nye,Nevada,18181.92
1790,Pershing,Nevada,6036.56
1791,Storey,Nevada,262.92
1792,Washoe,Nevada,6302.37
1793,White Pine,Nevada,8875.65
1794,Carson City city,Nevada,144.66
1795,NEW HAMPSHIRE,,8952.65
1796,Belknap,New Hampshire,400.23
1797,Carroll,New Hampshire,931.06
1798,Cheshire,New Hampshire,706.66
1799,Coos,New Hampshire,1794.69
1800,Grafton,New Hampshire,1708.75
1801,Hillsborough,New Hampshire,876.14
1802,Merrimack,New Hampshire,934.12
1803,Rockingham,New Hampshire,694.72
1804,Strafford,New Hampshire,368.98
1805,Sullivan,New Hampshire,537.31
1806,NEW JERSEY,,7354.22
1807,Atlantic,New Jersey,555.7
1808,Bergen,New Jersey,233.01
1809,Burlington,New Jersey,798.58
1810,Camden,New Jersey,221.26
1811,Cape May,New Jersey,251.43
1812,Cumberland,New Jersey,483.7
1813,Essex,New Jersey,126.21
1814,Gloucester,New Jersey,322.01
1815,Hudson,New Jersey,46.19
1816,Hunterdon,New Jersey,427.82
1817,Mercer,New Jersey,224.56
1818,Middlesex,New Jersey,308.91
1819,Monmouth,New Jersey,468.79
1820,Morris,New Jersey,460.18
1821,Ocean,New Jersey,628.78
1822,Passaic,New Jersey,184.59
1823,Salem,New Jersey,331.9
1824,Somerset,New Jersey,301.81
1825,Sussex,New Jersey,519.01
1826,Union,New Jersey,102.86
1827,Warren,New Jersey,356.92
1828,NEW MEXICO,,121298.15
1829,Bernalillo,New Mexico,1160.83
1830,Catron,New Mexico,6923.69
1831,Chaves,New Mexico,6065.28
1832,Cibola,New Mexico,4539.48
1833,Colfax,New Mexico,3758.06
1834,Curry,New Mexico,1404.8
1835,De Baca,New Mexico,2322.62
1836,Dona Ana,New Mexico,3807.51
1837,Eddy,New Mexico,4175.73
1838,Grant,New Mexico,3961.63
1839,Guadalupe,New Mexico,3030.48
1840,Harding,New Mexico,2125.44
1841,Hidalgo,New Mexico,3436.86
1842,Lea,New Mexico,4390.93
1843,Lincoln,New Mexico,4831.09
1844,Los Alamos,New Mexico,109.17
1845,Luna,New Mexico,2965.19
1846,McKinley,New Mexico,5449.81
1847,Mora,New Mexico,1931.27
1848,Otero,New Mexico,6613.21
1849,Quay,New Mexico,2874.35
1850,Rio Arriba,New Mexico,5860.84
1851,Roosevelt,New Mexico,2447.43
1852,Sandoval,New Mexico,3710.65
1853,San Juan,New Mexico,5513.07
1854,San Miguel,New Mexico,4715.82
1855,Santa Fe,New Mexico,1909.41
1856,Sierra,New Mexico,4178.96
1857,Socorro,New Mexico,6646.68
1858,Taos,New Mexico,2203.11
1859,Torrance,New Mexico,3344.85
1860,Union,New Mexico,3823.74
1861,Valencia,New Mexico,1066.18
1862,NEW YORK,,47126.4
1863,Albany,New York,522.8
1864,Allegany,New York,1029.31
1865,Bronx,New York,42.1
1866,Broome,New York,705.77
1867,Cattaraugus,New York,1308.35
1868,Cayuga,New York,691.58
1869,Chautauqua,New York,1060.23
1870,Chemung,New York,407.35
1871,Chenango,New York,893.55
1872,Clinton,New York,1037.85
1873,Columbia,New York,634.71
1874,Cortland,New York,498.76
1875,Delaware,New York,1442.44
1876,Dutchess,New York,795.63
1877,Erie,New York,1042.69
1878,Essex,New York,1794.23
1879,Franklin,New York,1629.12
1880,Fulton,New York,495.47
1881,Genesee,New York,492.94
1882,Greene,New York,647.16
1883,Hamilton,New York,1717.37
1884,Herkimer,New York,1411.47
1885,Jefferson,New York,1268.59
1886,Kings,New York,70.82
1887,Lewis,New York,1274.68
1888,Livingston,New York,631.76
1889,Madison,New York,654.84
1890,Monroe,New York,657.21
1891,Montgomery,New York,403.04
1892,Nassau,New York,284.72
1893,New York City,New York,22.83
1894,Niagara,New York,522.36
1895,Oneida,New York,1212.43
1896,Onondaga,New York,778.39
1897,Ontario,New York,644.07
1898,Orange,New York,811.69
1899,Orleans,New York,391.26
1900,Oswego,New York,951.65
1901,Otsego,New York,1001.7
1902,Putnam,New York,230.31
1903,Queens,New York,108.53
1904,Rensselaer,New York,652.43
1905,Richmond,New York,58.37
1906,Rockland,New York,173.55
1907,St. Lawrence,New York,2680.38
1908,Saratoga,New York,809.98
1909,Schenectady,New York,204.52
1910,Schoharie,New York,621.82
1911,Schuyler,New York,328.33
1912,Seneca,New York,323.71
1913,Steuben,New York,1390.56
1914,Suffolk,New York,912.05
1915,Sullivan,New York,968.13
1916,Tioga,New York,518.6
1917,Tompkins,New York,474.65
1918,Ulster,New York,1124.24
1919,Warren,New York,866.95
1920,Washington,New York,831.18
1921,Wayne,New York,603.83
1922,Westchester,New York,430.5
1923,Wyoming,New York,592.75
1924,Yates,New York,338.14
1925,NORTH CAROLINA,,48617.91
1926,Alamance,North Carolina,423.94
1927,Alexander,North Carolina,259.99
1928,Alleghany,North Carolina,235.06
1929,Anson,North Carolina,531.45
1930,Ashe,North Carolina,426.14
1931,Avery,North Carolina,247.09
1932,Beaufort,North Carolina,827.19
1933,Bertie,North Carolina,699.27
1934,Bladen,North Carolina,874.33
1935,Brunswick,North Carolina,846.97
1936,Buncombe,North Carolina,656.67
1937,Burke,North Carolina,507.1
1938,Cabarrus,North Carolina,361.75
1939,Caldwell,North Carolina,471.57
1940,Camden,North Carolina,240.56
1941,Carteret,North Carolina,506.25
1942,Caswell,North Carolina,424.92
1943,Catawba,North Carolina,398.72
1944,Chatham,North Carolina,682.19
1945,Cherokee,North Carolina,455.43
1946,Chowan,North Carolina,172.47
1947,Clay,North Carolina,214.75
1948,Cleveland,North Carolina,464.25
1949,Columbus,North Carolina,937.29
1950,Craven,North Carolina,708.96
1951,Cumberland,North Carolina,652.32
1952,Currituck,North Carolina,261.85
1953,Dare,North Carolina,383.42
1954,Davidson,North Carolina,552.68
1955,Davie,North Carolina,264.11
1956,Duplin,North Carolina,816.22
1957,Durham,North Carolina,285.98
1958,Edgecombe,North Carolina,505.34
1959,Forsyth,North Carolina,408.15
1960,Franklin,North Carolina,491.68
1961,Gaston,North Carolina,356.03
1962,Gates,North Carolina,340.45
1963,Graham,North Carolina,292.08
1964,Granville,North Carolina,531.57
1965,Greene,North Carolina,265.93
1966,Guilford,North Carolina,645.7
1967,Halifax,North Carolina,724.09
1968,Harnett,North Carolina,594.99
1969,Haywood,North Carolina,553.69
1970,Henderson,North Carolina,373.07
1971,Hertford,North Carolina,353.06
1972,Hoke,North Carolina,390.74
1973,Hyde,North Carolina,612.7
1974,Iredell,North Carolina,573.83
1975,Jackson,North Carolina,490.76
1976,Johnston,North Carolina,791.3
1977,Jones,North Carolina,470.71
1978,Lee,North Carolina,254.96
1979,Lenoir,North Carolina,400.59
1980,Lincoln,North Carolina,297.94
1981,McDowell,North Carolina,440.61
1982,Macon,North Carolina,515.56
1983,Madison,North Carolina,449.57
1984,Martin,North Carolina,461.22
1985,Mecklenburg,North Carolina,523.84
1986,Mitchell,North Carolina,221.43
1987,Montgomery,North Carolina,491.76
1988,Moore,North Carolina,697.84
1989,Nash,North Carolina,540.41
1990,New Hanover,North Carolina,191.53
1991,Northampton,North Carolina,536.59
1992,Onslow,North Carolina,762.74
1993,Orange,North Carolina,397.96
1994,Pamlico,North Carolina,336.54
1995,Pasquotank,North Carolina,226.88
1996,Pender,North Carolina,869.8
1997,Perquimans,North Carolina,247.09
1998,Person,North Carolina,392.32
1999,Pitt,North Carolina,651.98
2000,Polk,North Carolina,237.79
2001,Randolph,North Carolina,782.52
2002,Richmond,North Carolina,473.82
2003,Robeson,North Carolina,949.22
2004,Rockingham,North Carolina,565.55
2005,Rowan,North Carolina,511.37
2006,Rutherford,North Carolina,564.15
2007,Sampson,North Carolina,944.74
2008,Scotland,North Carolina,318.85
2009,Stanly,North Carolina,395.09
2010,Stokes,North Carolina,448.86
2011,Surry,North Carolina,532.17
2012,Swain,North Carolina,528.0
2013,Transylvania,North Carolina,378.53
2014,Tyrrell,North Carolina,389.04
2015,Union,North Carolina,631.52
2016,Vance,North Carolina,253.52
2017,Wake,North Carolina,835.22
2018,Warren,North Carolina,428.46
2019,Washington,North Carolina,348.14
2020,Watauga,North Carolina,312.56
2021,Wayne,North Carolina,553.09
2022,Wilkes,North Carolina,754.28
2023,Wilson,North Carolina,368.17
2024,Yadkin,North Carolina,334.83
2025,Yancey,North Carolina,312.6
2026,NORTH DAKOTA,,69000.8
2027,Adams,North Dakota,987.62
2028,Barnes,North Dakota,1491.55
2029,Benson,North Dakota,1388.71
2030,Billings,North Dakota,1148.85
2031,Bottineau,North Dakota,1668.42
2032,Bowman,North Dakota,1161.81
2033,Burke,North Dakota,1103.57
2034,Burleigh,North Dakota,1632.65
2035,Cass,North Dakota,1764.94
2036,Cavalier,North Dakota,1488.75
2037,Dickey,North Dakota,1131.47
2038,Divide,North Dakota,1260.79
2039,Dunn,North Dakota,2008.46
2040,Eddy,North Dakota,630.17
2041,Emmons,North Dakota,1510.44
2042,Foster,North Dakota,635.45
2043,Golden Valley,North Dakota,1000.79
2044,Grand Forks,North Dakota,1436.38
2045,Grant,North Dakota,1659.14
2046,Griggs,North Dakota,708.82
2047,Hettinger,North Dakota,1132.22
2048,Kidder,North Dakota,1351.19
2049,LaMoure,North Dakota,1145.94
2050,Logan,North Dakota,992.82
2051,McHenry,North Dakota,1873.95
2052,McIntosh,North Dakota,974.73
2053,McKenzie,North Dakota,2760.32
2054,McLean,North Dakota,2110.88
2055,Mercer,North Dakota,1042.96
2056,Morton,North Dakota,1926.27
2057,Mountrail,North Dakota,1825.3
2058,Nelson,North Dakota,981.78
2059,Oliver,North Dakota,722.51
2060,Pembina,North Dakota,1118.69
2061,Pierce,North Dakota,1018.6
2062,Ramsey,North Dakota,1186.85
2063,Ransom,North Dakota,862.36
2064,Renville,North Dakota,877.05
2065,Richland,North Dakota,1435.78
2066,Rolette,North Dakota,903.08
2067,Sargent,North Dakota,858.51
2068,Sheridan,North Dakota,972.38
2069,Sioux,North Dakota,1094.09
2070,Slope,North Dakota,1214.92
2071,Stark,North Dakota,1334.74
2072,Steele,North Dakota,712.22
2073,Stutsman,North Dakota,2221.72
2074,Towner,North Dakota,1024.56
2075,Traill,North Dakota,861.95
2076,Walsh,North Dakota,1281.93
2077,Ward,North Dakota,2013.28
2078,Wells,North Dakota,1271.05
2079,Williams,North Dakota,2077.4
2080,OHIO,,40860.69
2081,Adams,Ohio,583.87
2082,Allen,Ohio,402.5
2083,Ashland,Ohio,422.95
2084,Ashtabula,Ohio,701.93
2085,Athens,Ohio,503.6
2086,Auglaize,Ohio,401.39
2087,Belmont,Ohio,532.13
2088,Brown,Ohio,490.02
2089,Butler,Ohio,467.06
2090,Carroll,Ohio,394.61
2091,Champaign,Ohio,428.67
2092,Clark,Ohio,397.47
2093,Clermont,Ohio,452.1
2094,Clinton,Ohio,408.68
2095,Columbiana,Ohio,531.89
2096,Coshocton,Ohio,563.91
2097,Crawford,Ohio,401.79
2098,Cuyahoga,Ohio,457.19
2099,Darke,Ohio,598.1
2100,Defiance,Ohio,411.46
2101,Delaware,Ohio,443.1
2102,Erie,Ohio,251.56
2103,Fairfield,Ohio,504.41
2104,Fayette,Ohio,406.36
2105,Franklin,Ohio,532.19
2106,Fulton,Ohio,405.44
2107,Gallia,Ohio,466.53
2108,Geauga,Ohio,400.16
2109,Greene,Ohio,413.73
2110,Guernsey,Ohio,522.25
2111,Hamilton,Ohio,405.91
2112,Hancock,Ohio,531.36
2113,Hardin,Ohio,470.41
2114,Harrison,Ohio,402.34
2115,Henry,Ohio,416.01
2116,Highland,Ohio,553.08
2117,Hocking,Ohio,421.32
2118,Holmes,Ohio,422.53
2119,Huron,Ohio,491.5
2120,Jackson,Ohio,420.3
2121,Jefferson,Ohio,408.33
2122,Knox,Ohio,525.49
2123,Lake,Ohio,227.49
2124,Lawrence,Ohio,453.37
2125,Licking,Ohio,682.5
2126,Logan,Ohio,458.43
2127,Lorain,Ohio,491.1
2128,Lucas,Ohio,340.86
2129,Madison,Ohio,465.88
2130,Mahoning,Ohio,411.62
2131,Marion,Ohio,403.76
2132,Medina,Ohio,421.36
2133,Meigs,Ohio,430.1
2134,Mercer,Ohio,462.45
2135,Miami,Ohio,406.58
2136,Monroe,Ohio,455.72
2137,Montgomery,Ohio,461.55
2138,Morgan,Ohio,416.42
2139,Morrow,Ohio,406.08
2140,Muskingum,Ohio,664.58
2141,Noble,Ohio,398.01
2142,Ottawa,Ohio,254.92
2143,Paulding,Ohio,416.44
2144,Perry,Ohio,407.97
2145,Pickaway,Ohio,501.32
2146,Pike,Ohio,440.28
2147,Portage,Ohio,487.38
2148,Preble,Ohio,424.12
2149,Putnam,Ohio,482.52
2150,Richland,Ohio,495.27
2151,Ross,Ohio,689.19
2152,Sandusky,Ohio,408.45
2153,Scioto,Ohio,610.21
2154,Seneca,Ohio,551.02
2155,Shelby,Ohio,407.68
2156,Stark,Ohio,575.27
2157,Summit,Ohio,412.75
2158,Trumbull,Ohio,618.3
2159,Tuscarawas,Ohio,567.64
2160,Union,Ohio,431.73
2161,Van Wert,Ohio,409.16
2162,Vinton,Ohio,412.36
2163,Warren,Ohio,401.31
2164,Washington,Ohio,631.97
2165,Wayne,Ohio,554.93
2166,Williams,Ohio,420.97
2167,Wood,Ohio,617.21
2168,Wyandot,Ohio,406.87
2169,OKLAHOMA,,68594.92
2170,Adair,Oklahoma,573.48
2171,Alfalfa,Oklahoma,866.46
2172,Atoka,Oklahoma,975.52
2173,Beaver,Oklahoma,1814.67
2174,Beckham,Oklahoma,901.81
2175,Blaine,Oklahoma,928.42
2176,Bryan,Oklahoma,904.47
2177,Caddo,Oklahoma,1278.29
2178,Canadian,Oklahoma,896.63
2179,Carter,Oklahoma,822.18
2180,Cherokee,Oklahoma,749.41
2181,Choctaw,Oklahoma,770.36
2182,Cimarron,Oklahoma,1834.74
2183,Cleveland,Oklahoma,538.77
2184,Coal,Oklahoma,516.68
2185,Comanche,Oklahoma,1069.29
2186,Cotton,Oklahoma,632.65
2187,Craig,Oklahoma,761.35
2188,Creek,Oklahoma,950.14
2189,Custer,Oklahoma,988.82
2190,Delaware,Oklahoma,738.18
2191,Dewey,Oklahoma,999.48
2192,Ellis,Oklahoma,1231.52
2193,Garfield,Oklahoma,1058.47
2194,Garvin,Oklahoma,802.12
2195,Grady,Oklahoma,1100.5
2196,Grant,Oklahoma,1000.87
2197,Greer,Oklahoma,639.32
2198,Harmon,Oklahoma,537.19
2199,Harper,Oklahoma,1039.02
2200,Haskell,Oklahoma,576.52
2201,Hughes,Oklahoma,804.65
2202,Jackson,Oklahoma,802.65
2203,Jefferson,Oklahoma,758.83
2204,Johnston,Oklahoma,642.94
2205,Kay,Oklahoma,919.73
2206,Kingfisher,Oklahoma,898.16
2207,Kiowa,Oklahoma,1015.23
2208,Latimer,Oklahoma,722.08
2209,Le Flore,Oklahoma,1589.21
2210,Lincoln,Oklahoma,952.31
2211,Logan,Oklahoma,743.83
2212,Love,Oklahoma,514.0
2213,McClain,Oklahoma,570.7
2214,McCurtain,Oklahoma,1850.01
2215,McIntosh,Oklahoma,618.5
2216,Major,Oklahoma,954.99
2217,Marshall,Oklahoma,371.08
2218,Mayes,Oklahoma,655.39
2219,Murray,Oklahoma,416.46
2220,Muskogee,Oklahoma,810.45
2221,Noble,Oklahoma,731.9
2222,Nowata,Oklahoma,565.78
2223,Okfuskee,Oklahoma,618.57
2224,Oklahoma,Oklahoma,708.82
2225,Okmulgee,Oklahoma,697.35
2226,Osage,Oklahoma,2246.36
2227,Ottawa,Oklahoma,470.82
2228,Pawnee,Oklahoma,567.96
2229,Payne,Oklahoma,684.7
2230,Pittsburg,Oklahoma,1305.46
2231,Pontotoc,Oklahoma,720.44
2232,Pottawatomie,Oklahoma,787.67
2233,Pushmataha,Oklahoma,1395.84
2234,Roger Mills,Oklahoma,1141.14
2235,Rogers,Oklahoma,675.63
2236,Seminole,Oklahoma,632.84
2237,Sequoyah,Oklahoma,673.27
2238,Stephens,Oklahoma,870.24
2239,Texas,Oklahoma,2041.26
2240,Tillman,Oklahoma,871.13
2241,Tulsa,Oklahoma,570.25
2242,Wagoner,Oklahoma,561.56
2243,Washington,Oklahoma,415.45
2244,Washita,Oklahoma,1003.17
2245,Woods,Oklahoma,1286.45
2246,Woodward,Oklahoma,1242.4
2247,OREGON,,95988.01
2248,Baker,Oregon,3068.36
2249,Benton,Oregon,675.94
2250,Clackamas,Oregon,1870.32
2251,Clatsop,Oregon,829.05
2252,Columbia,Oregon,657.36
2253,Coos,Oregon,1596.17
2254,Crook,Oregon,2979.09
2255,Curry,Oregon,1627.46
2256,Deschutes,Oregon,3018.19
2257,Douglas,Oregon,5036.08
2258,Gilliam,Oregon,1204.81
2259,Grant,Oregon,4528.54
2260,Harney,Oregon,10133.17
2261,Hood River,Oregon,521.95
2262,Jackson,Oregon,2783.55
2263,Jefferson,Oregon,1780.79
2264,Josephine,Oregon,1639.67
2265,Klamath,Oregon,5941.05
2266,Lake,Oregon,8138.98
2267,Lane,Oregon,4553.12
2268,Lincoln,Oregon,979.77
2269,Linn,Oregon,2290.13
2270,Malheur,Oregon,9887.53
2271,Marion,Oregon,1182.33
2272,Morrow,Oregon,2031.61
2273,Multnomah,Oregon,431.3
2274,Polk,Oregon,740.79
2275,Sherman,Oregon,823.69
2276,Tillamook,Oregon,1102.58
2277,Umatilla,Oregon,3215.51
2278,Union,Oregon,2036.61
2279,Wallowa,Oregon,3146.19
2280,Wasco,Oregon,2381.52
2281,Washington,Oregon,724.23
2282,Wheeler,Oregon,1714.75
2283,Yamhill,Oregon,715.86
2284,PENNSYLVANIA,,44742.7
2285,Adams,Pennsylvania,518.67
2286,Allegheny,Pennsylvania,730.08
2287,Armstrong,Pennsylvania,653.2
2288,Beaver,Pennsylvania,434.71
2289,Bedford,Pennsylvania,1012.3
2290,Berks,Pennsylvania,856.51
2291,Blair,Pennsylvania,525.8
2292,Bradford,Pennsylvania,1147.4
2293,Bucks,Pennsylvania,604.31
2294,Butler,Pennsylvania,788.6
2295,Cambria,Pennsylvania,688.35
2296,Cameron,Pennsylvania,396.23
2297,Carbon,Pennsylvania,381.46
2298,Centre,Pennsylvania,1109.92
2299,Chester,Pennsylvania,750.51
2300,Clarion,Pennsylvania,600.83
2301,Clearfield,Pennsylvania,1144.72
2302,Clinton,Pennsylvania,887.98
2303,Columbia,Pennsylvania,483.11
2304,Crawford,Pennsylvania,1012.3
2305,Cumberland,Pennsylvania,545.46
2306,Dauphin,Pennsylvania,525.05
2307,Delaware,Pennsylvania,183.84
2308,Elk,Pennsylvania,827.36
2309,Erie,Pennsylvania,799.15
2310,Fayette,Pennsylvania,790.34
2311,Forest,Pennsylvania,427.19
2312,Franklin,Pennsylvania,772.22
2313,Fulton,Pennsylvania,437.55
2314,Greene,Pennsylvania,575.95
2315,Huntingdon,Pennsylvania,874.64
2316,Indiana,Pennsylvania,827.03
2317,Jefferson,Pennsylvania,652.43
2318,Juniata,Pennsylvania,391.35
2319,Lackawanna,Pennsylvania,459.08
2320,Lancaster,Pennsylvania,943.81
2321,Lawrence,Pennsylvania,358.18
2322,Lebanon,Pennsylvania,361.83
2323,Lehigh,Pennsylvania,345.17
2324,Luzerne,Pennsylvania,890.33
2325,Lycoming,Pennsylvania,1228.59
2326,McKean,Pennsylvania,979.2
2327,Mercer,Pennsylvania,672.58
2328,Mifflin,Pennsylvania,411.03
2329,Monroe,Pennsylvania,608.29
2330,Montgomery,Pennsylvania,483.04
2331,Montour,Pennsylvania,130.24
2332,Northampton,Pennsylvania,369.67
2333,Northumberland,Pennsylvania,458.37
2334,Perry,Pennsylvania,551.45
2335,Philadelphia,Pennsylvania,134.1
2336,Pike,Pennsylvania,544.96
2337,Potter,Pennsylvania,1081.32
2338,Schuylkill,Pennsylvania,778.63
2339,Snyder,Pennsylvania,328.71
2340,Somerset,Pennsylvania,1074.37
2341,Sullivan,Pennsylvania,449.94
2342,Susquehanna,Pennsylvania,823.44
2343,Tioga,Pennsylvania,1133.79
2344,Union,Pennsylvania,315.98
2345,Venango,Pennsylvania,674.28
2346,Warren,Pennsylvania,884.14
2347,Washington,Pennsylvania,856.99
2348,Wayne,Pennsylvania,725.6
2349,Westmoreland,Pennsylvania,1027.55
2350,Wyoming,Pennsylvania,397.32
2351,York,Pennsylvania,904.18
2352,RHODE ISLAND,,1033.81
2353,Bristol,Rhode Island,24.16
2354,Kent,Rhode Island,168.53
2355,Newport,Rhode Island,102.39
2356,Providence,Rhode Island,409.5
2357,Washington,Rhode Island,329.24
2358,SOUTH CAROLINA,,30060.7
2359,Abbeville,South Carolina,490.48
2360,Aiken,South Carolina,1071.03
2361,Allendale,South Carolina,408.09
2362,Anderson,South Carolina,715.43
2363,Bamberg,South Carolina,393.37
2364,Barnwell,South Carolina,548.39
2365,Beaufort,South Carolina,576.28
2366,Berkeley,South Carolina,1098.86
2367,Calhoun,South Carolina,381.15
2368,Charleston,South Carolina,916.09
2369,Cherokee,South Carolina,392.66
2370,Chester,South Carolina,580.66
2371,Chesterfield,South Carolina,799.08
2372,Clarendon,South Carolina,606.94
2373,Colleton,South Carolina,1056.49
2374,Darlington,South Carolina,561.15
2375,Dillon,South Carolina,404.87
2376,Dorchester,South Carolina,573.23
2377,Edgefield,South Carolina,500.41
2378,Fairfield,South Carolina,686.28
2379,Florence,South Carolina,799.96
2380,Georgetown,South Carolina,813.55
2381,Greenville,South Carolina,785.12
2382,Greenwood,South Carolina,454.73
2383,Hampton,South Carolina,559.9
2384,Horry,South Carolina,1133.9
2385,Jasper,South Carolina,655.32
2386,Kershaw,South Carolina,726.56
2387,Lancaster,South Carolina,549.16
2388,Laurens,South Carolina,713.8
2389,Lee,South Carolina,410.18
2390,Lexington,South Carolina,698.91
2391,McCormick,South Carolina,359.13
2392,Marion,South Carolina,489.23
2393,Marlboro,South Carolina,479.67
2394,Newberry,South Carolina,630.04
2395,Oconee,South Carolina,626.33
2396,Orangeburg,South Carolina,1106.1
2397,Pickens,South Carolina,496.41
2398,Richland,South Carolina,757.07
2399,Saluda,South Carolina,452.78
2400,Spartanburg,South Carolina,807.93
2401,Sumter,South Carolina,665.07
2402,Union,South Carolina,514.17
2403,Williamsburg,South Carolina,934.16
2404,York,South Carolina,680.6
2405,SOUTH DAKOTA,,75811.0
2406,Aurora,South Dakota,708.43
2407,Beadle,South Dakota,1258.71
2408,Bennett,South Dakota,1184.71
2409,Bon Homme,South Dakota,563.7
2410,Brookings,South Dakota,792.21
2411,Brown,South Dakota,1712.98
2412,Brule,South Dakota,817.24
2413,Buffalo,South Dakota,471.38
2414,Butte,South Dakota,2249.9
2415,Campbell,South Dakota,733.68
2416,Charles Mix,South Dakota,1097.49
2417,Clark,South Dakota,957.6
2418,Clay,South Dakota,412.19
2419,Codington,South Dakota,688.5
2420,Corson,South Dakota,2469.69
2421,Custer,South Dakota,1557.0
2422,Davison,South Dakota,435.56
2423,Day,South Dakota,1027.87
2424,Deuel,South Dakota,622.69
2425,Dewey,South Dakota,2302.49
2426,Douglas,South Dakota,431.8
2427,Edmunds,South Dakota,1125.96
2428,Fall River,South Dakota,1739.92
2429,Faulk,South Dakota,981.75
